Event	ID	Name			Wwise Object Path	Notes
	795280797	dismount_ladder_top_foley			\Simons\sfx\foley\dismount_ladder_top_foley	
	803654643	striker_big_charge			\Simons\sfx\enemies\striker_big\striker_big_charge	
	806110668	reactor_alarm_warning_3			\Simons\sfx\reactor\reactor_alarm_warning_3	
	806110669	reactor_alarm_warning_2			\Simons\sfx\reactor\reactor_alarm_warning_2	
	806110670	reactor_alarm_warning_1			\Simons\sfx\reactor\reactor_alarm_warning_1	
	809343427	melee_spear_hit_foam_hard			\Simons\sfx\melee\spear\melee_spear_hit_foam_hard	
	812567496	PlayerLandConcrete_3rd			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer_3rd\Concrete\PlayerLandConcrete_3rd	
	813283658	PlayerRunWood_3rd			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer_3rd\Wood\PlayerRunWood_3rd	
	816982456	hsu_restraints_close			\Simons\sfx\intro_sequence\hsu_restraints_close	
	817145327	reactor_idle_start			\Simons\sfx\reactor\old\reactor_idle_start	
	824191162	MeleeTentacleReady			\Simons\sfx\enemies_henriks\Melee\MeleeTentacleReady	
	829149521	Play_08_B2B_631125_04_V_AM			\Simons\sfx\log_recs\R8\Play_08_B2B_631125_04_V_AM	
	830812077	Play_08_C1B_631127_06_V_AM			\Simons\sfx\log_recs\R8\Play_08_C1B_631127_06_V_AM	
	831752775	sot_02ALT_561208_01_v			\Simons\sfx\log_recs\R2_Alt\sot_02ALT_561208_01_v	
	834047453	battery_carry_item_stop			\Simons\sfx\battery_station\battery_carry_item_stop	
	835661530	Play_striker_alt_combat_long			\Simons\sfx\enemies\striker_alt\Play_striker_alt_combat_long	
	836335444	door_m_loosen			\Simons\sfx\doors\door_m_loosen	
	838537384	ambience_loop_medium			\Simons\sfx\ambience\ambience_loop_medium	
	838716195	ShooterDetectionBuildUp			\Simons\sfx\enemies_henriks\Shooter\ShooterDetectionBuildUp	
	839297014	ShooterNearLoopEnd			\Simons\sfx\enemies_henriks\Shooter\ShooterNearLoopEnd	
	840901749	terminal_interact_exit			\Simons\sfx\terminal\terminal_interact_exit	
	842263142	Play_wave_distant_roar			\Simons\sfx\enemies\roars\Play_wave_distant_roar	
	843249421	player_downed_1st_person			\Simons\sfx\player\player_downed_1st_person	
	846198821	PlayerLand			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer1\OLD\PlayerLand	
	855803536	lab_submarker_wall_600x200x500_v06_2			\Simons\sfx\emitters\lab_submarker_wall_600x200x500_v06_2	
	860506758	prop_generic_vent_a_4m_01			\Simons\sfx\emitters\prop_generic_vent_a_4m_01	
	860779105	Play_08_E1B_631129_03_V_AM_TTS_2D			\Simons\sfx\log_recs\R8\Play_08_E1B_631129_03_V_AM_TTS_2D	
	866639431	hsu_shutters_open			\Simons\sfx\special_props\hsu_woomb\hsu_shutters_open	
	873783061	PlayerJumpWood_3rd			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer_3rd\Wood\PlayerJumpWood_3rd	
	880873801	shadow_voice_hurt_big			\Simons\sfx\enemies\shadow\shadow_voice_hurt_big	
	884101509	flyer_big_die			\Simons\sfx\enemies\flyer_big\flyer_big_die	
	888031628	MeleeGenericHitStone			\Simons\sfx\Player_HENRIKS\Melee\MeleeGenericHitStone	
	891439790	Play_03_vital_sign_scan			\Simons\sfx\intro_sequence\Play_03_vital_sign_scan	
	892684877	game_menu_click_hold_done			\Simons\sfx\game_menu\game_menu_click_hold_done	
	901950355	datacenter_medium_i_1600x1600x800_ha_06_2			\Simons\sfx\emitters\datacenter_medium_i_1600x1600x800_ha_06_2	
	904483370	EnemyExplode			\Simons\sfx\enemies_henriks\_OLD\GenericOLD\EnemyExplode	
	906454647	PlayerRunRubber			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer1\Rubber\PlayerRunRubber	
	916961429	minimap_enter			\Simons\sfx\gui\minimap_enter	
	927521118	melee_spear_swish_heavy			\Simons\sfx\melee\spear\melee_spear_swish_heavy	
	929585545	scout_feelers_close			\Simons\sfx\enemies\scout\scout_feelers_close	
	930226108	SnatcherNearLoopEnd			\Simons\sfx\enemies_henriks\Snatcher\SnatcherNearLoopEnd	
	930430155	InfestedIdleVoice			\Simons\sfx\enemies_henriks\Infested\InfestedIdleVoice	
	930945551	Play_08_A2b_631124_02_v_AM			\Simons\sfx\log_recs\R8\Play_08_A2b_631124_02_v_AM	
	931115899	Play_06B_631126_01_V			\Simons\sfx\log_recs\R65\Play_06B_631126_01_V	
	931134052	ChildrenIdleVoice			\Simons\sfx\enemies_henriks\Children\ChildrenIdleVoice	
	931470749	mwp_teleport_to_service			\Simons\sfx\gui\mwp_teleport_to_service	
	933627788	hsu_anim_start			\Simons\sfx\special_props\hsu_anims\hsu_anim_start	
	943028201	carbine_reload_5_pull_slide			\Simons\sfx\weapons\reload_1st\carbine_reload_5_pull_slide	
	946966417	Play_08_B4B_631126_03_V_AM_1			\Simons\sfx\log_recs\R8\Play_08_B4B_631126_03_V_AM_1	
	946966418	Play_08_B4B_631126_03_V_AM_2			\Simons\sfx\log_recs\R8\Play_08_B4B_631126_03_V_AM_2	
	946966419	Play_08_B4B_631126_03_V_AM_3			\Simons\sfx\log_recs\R8\Play_08_B4B_631126_03_V_AM_3	
	946966420	Play_08_B4B_631126_03_V_AM_4			\Simons\sfx\log_recs\R8\Play_08_B4B_631126_03_V_AM_4	
	946966421	Play_08_B4B_631126_03_V_AM_5			\Simons\sfx\log_recs\R8\Play_08_B4B_631126_03_V_AM_5	
	946966422	Play_08_B4B_631126_03_V_AM_6			\Simons\sfx\log_recs\R8\Play_08_B4B_631126_03_V_AM_6	
	946966423	Play_08_B4B_631126_03_V_AM_7			\Simons\sfx\log_recs\R8\Play_08_B4B_631126_03_V_AM_7	
	950194029	ShooterFireLargeProjectile			\Simons\sfx\enemies_henriks\Shooter\ShooterFireLargeProjectile	
	951370588	ParasiteCrawlFastEnd			\Simons\sfx\enemies_henriks\Parasite\ParasiteCrawlFastEnd	
	954522546	visor_splatter_gore			\Simons\sfx\player\visor\visor_splatter_gore	
	964554856	r8_flame_burst			\Simons\sfx\special_props\R8\r8_flame_burst	
	965982928	generic_reload_foley_subtle			\Simons\sfx\weapons\reload_1st\generic_reload_foley_subtle	
	966610395	hacking_puzzle_lock_alarm			\Simons\sfx\hacking_puzzle\hacking_puzzle_lock_alarm	
	971951075	terminal_input_1st_person			\Simons\sfx\terminal\terminal_input_1st_person	
	976196879	tank_frank_footstep_walk			\Simons\sfx\enemies\tank_frank\tank_frank_footstep_walk	
	978339651	SnatcherIdleVoice			\Simons\sfx\enemies_henriks\Snatcher\SnatcherIdleVoice	
	984176803	EnemyVoiceDeath			\Simons\sfx\enemies_henriks\_OLD\EnemyGenericVoice\EnemyVoiceDeath	
	985188394	SwingGenericConnect			\Simons\sfx\Player_HENRIKS\Melee\SwingGenericConnect	
	990281653	infection_spitter_released_from_foam			\Simons\sfx\enemies\spitter\infection_spitter_released_from_foam	
	992797716	MeleeTentacleExtraGore			\Simons\sfx\enemies_henriks\Melee\MeleeTentacleExtraGore	
	1001399414	menu_start_expedition_button_release			\Simons\sfx\main_menu\menu_start_expedition_button_release	
	1003950241	Play_06B_631204_01			\Simons\sfx\log_recs\R65\Play_06B_631204_01	
	1007447703	r8_portal_out_build_imp			\Simons\sfx\special_props\R8\r8_portal_out_build_imp	
	1009703527	gluegun_frozen_enemy_release_regular			\Simons\sfx\glue_gun\gluegun_frozen_enemy_release_regular	
	1010911017	reactor_power_level_3_to_2_transition			\Simons\sfx\reactor\reactor_power_level_3_to_2_transition	
	1022377556	foley_use_med_pack_cancel			\Simons\sfx\pickups\foley_use_med_pack_cancel	
	1023657993	melee_shove			\Simons\sfx\melee\melee_shove	
	1028489895	reactor_alarm_countdown			\Simons\sfx\reactor\reactor_alarm_countdown	
	1028820211	rundown_threat_icon_3_not_clear			\Simons\sfx\main_menu\rundown_threat_icon_3_not_clear	
	1029049474	revolver_mag_in_3rd			\Simons\sfx\weapons\reload_3rd\revolver_mag_in_3rd	
	1029114290	ammopack_deploy			\Simons\sfx\pickups\ammopack_deploy	
	1031418893	r8_battle_dream_off_last			\Simons\sfx\special_props\R8\r8_battle_dream_off_last	
	1034385728	pouncer_attack_hit			\Simons\sfx\enemies\pouncer\pouncer_attack_hit	
	1037225689	PlayerSlideMud_3rd			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer_3rd\Mud\PlayerSlideMud_3rd	
	1040172773	glue_grenade_explode_instant			\Simons\sfx\glue_grenade_and_mine\glue_grenade_explode_instant	
	1040221411	ImmortalTentacleHit			\Simons\sfx\enemies\big_enemy_permutations\ImmortalTentacleHit	
	1048435886	melee_bat_hit_foam_regular			\Simons\sfx\melee\bat\melee_bat_hit_foam_regular	
	1053815169	mapper_charge			\Simons\sfx\mapper\mapper_charge	
	1054534865	ShooterLightProjectileWhizzby			\Simons\sfx\enemies_henriks\Shooter\ShooterLightProjectileWhizzby	
	1057699417	striker_big_hurt_long			\Simons\sfx\enemies\striker_big\striker_big_hurt_long	
	1060835335	door_alarm			\Simons\sfx\doors\door_alarm	
	1064229658	smg_reload_5_chamber_bullet			\Simons\sfx\weapons\reload_1st\smg_reload_5_chamber_bullet	
	1064600497	EnemyVoiceIdleGrunt			\Simons\sfx\enemies_henriks\_OLD\EnemyGenericVoice\EnemyVoiceIdleGrunt	
	1064851100	mwp_teleport_to_tech			\Simons\sfx\gui\mwp_teleport_to_tech	
	1065545813	dismount_ladder_bottom_foley			\Simons\sfx\foley\dismount_ladder_bottom_foley	
	1068424543	r8_reactor_alarm_loop			\Simons\sfx\r8\r8_reactor_alarm_loop	
	1068737815	biotracker_tagging_charge_loop			\Simons\sfx\biotracker\biotracker_tagging_charge_loop	
	1069146085	ParasiteScream			\Simons\sfx\enemies_henriks\Parasite\ParasiteScream	
	1071682353	schaeffer_voice_message_01			\Simons\sfx\log_recs\R4\schaeffer_voice_message_01	
	1071682354	schaeffer_voice_message_02			\Simons\sfx\log_recs\R4\schaeffer_voice_message_02	
	1071682355	schaeffer_voice_message_03			\Simons\sfx\log_recs\R4\schaeffer_voice_message_03	
	1071682356	schaeffer_voice_message_04			\Simons\sfx\log_recs\R5\schaeffer_voice_message_04	
	1071682357	schaeffer_voice_message_05			\Simons\sfx\log_recs\R5-5\schaeffer_voice_message_05	
	1071684249	monster_ruckus_from_behind_security_door_loop_start			\Simons\sfx\doors\monster_ruckus_from_behind_security_door_loop_start	
	1076311668	cannon_reload_mag_in			\Simons\sfx\weapons\reload_1st\cannon_reload_mag_in	
	1077557054	ChildrenDeath			\Simons\sfx\enemies_henriks\Children\ChildrenDeath	
	1081223744	PlayerSlideMetalP2			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer2_OBSOLETE\MetalP2\PlayerSlideMetalP2	
	1082079783	flyer_scream			\Simons\sfx\enemies\flyer\flyer_scream	
	1085318099	cannon_reload_grab_mag			\Simons\sfx\weapons\reload_1st\cannon_reload_grab_mag	
	1086444885	revolver_reload_grab_mag_3rd			\Simons\sfx\weapons\reload_3rd\revolver_reload_grab_mag_3rd	
	1088451293	ImplantSmallPersonalShieldDeflect			\Simons\sfx\Player_HENRIKS\Implants\ImplantSmallPersonalShieldDeflect	
	1090779713	Play_08_A2A_631124_03_V_AM			\Simons\sfx\log_recs\R8\Play_08_A2A_631124_03_V_AM	
	1095789692	carbine_reload_4_pat_mag			\Simons\sfx\weapons\reload_1st\carbine_reload_4_pat_mag	
	1097708630	Play_striker_alt_combat_short			\Simons\sfx\enemies\striker_alt\Play_striker_alt_combat_short	
	1098604182	tts_warning_elevated_threat_level			\Simons\sfx\text-to-speech_voice\tts_warning_elevated_threat_level	
	1103958200	EnemyWalk			\Simons\sfx\enemies_henriks\Generic\EnemyWalk	
	1109130127	EnemyParalyseEnd			\Simons\sfx\enemies_henriks\_OLD\GenericOLD\EnemyParalyseEnd	
	1109473485	scout_feelers_out			\Simons\sfx\enemies\scout\scout_feelers_out	
	1114062896	push_to_talk_on			\Simons\sfx\gui\push_to_talk_on	
	1119820952	Play_ambience_jungle_lp_stereo			\Simons\sfx\ambience\Play_ambience_jungle_lp_stereo	
	1124880159	StrikerAttack			\Simons\sfx\enemies\striker\henriks_old_-_some_still_in_use\StrikerAttack	
	1127303501	hud_info_text_appear			\Simons\sfx\gui\hud_info_text_appear	
	1127802357	bullrusher_voice_die			\Simons\sfx\enemies\bullrusher\bullrusher_voice_die	
	1130290223	sentrygun_breakdown_loop			\Simons\sfx\sentrygun\sentrygun_breakdown_loop	
	1131425976	ImplantSmallPersonalShieldTrigger			\Simons\sfx\Player_HENRIKS\Implants\ImplantSmallPersonalShieldTrigger	
	1133884301	hsu_storage_room			\Simons\sfx\special_props\hsu_storage_room	
	1134956188	EnemyGenericIdle			\Simons\sfx\enemies_henriks\_OLD\GenericOLD\EnemyGenericIdle	
	1136542989	Play_05ALT_570610_01_v_Mr_Truth			\Simons\sfx\log_recs\R5_Alt\Play_05ALT_570610_01_v_Mr_Truth	
	1138374537	door_alarm_off			\Simons\sfx\doors\door_alarm_off	
	1141092184	game_menu_change_page			\Simons\sfx\game_menu\game_menu_change_page	
	1145118002	carbine_reload_1_mag_out			\Simons\sfx\weapons\reload_1st\carbine_reload_1_mag_out	
	1145531209	bullrusher_footstep_ladder			\Simons\sfx\enemies\bullrusher\bullrusher_footstep_ladder	
	1147995854	tree_rustle_lp			\Simons\sfx\emitters\tree_rustle_lp	
	1148095717	PlayerRunMud			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer1\Mud\PlayerRunMud	
	1148323316	tank_frank_combat_long			\Simons\sfx\enemies\tank_frank\tank_frank_combat_long	
	1149271116	generic_reload_foley_subtle_3rd			\Simons\sfx\weapons\reload_3rd\generic_reload_foley_subtle_3rd	
	1149851817	pouncer_attack_miss			\Simons\sfx\enemies\pouncer\pouncer_attack_miss	
	1152176264	apex_door_large_open_b			\Simons\sfx\doors\apex_door_large_open_b	
	1152176265	apex_door_large_open_c			\Simons\sfx\doors\apex_door_large_open_c	
	1152176267	apex_door_large_open_a			\Simons\sfx\doors\apex_door_large_open_a	
	1152176270	apex_door_large_open_d			\Simons\sfx\doors\apex_door_large_open_d	
	1152176271	apex_door_large_open_e			\Simons\sfx\doors\apex_door_large_open_e	
	1157041253	sot_log0410			\Simons\sfx\log_recs\R5-5\sot_log0410	
	1158809995	melee_hit_lock_small_hard			\Simons\sfx\melee\melee_hit_lock_small_hard	
	1163750463	warden_elevator_returned_no_survivors			\Simons\sfx\elevator\obsolete\warden_elevator_returned_no_survivors	
	1167544828	intro_dos_text_row_appear_bassy			\Simons\sfx\intro_sequence\intro_dos_text_row_appear_bassy	
	1170937644	Play_06B_631117_02_V			\Simons\sfx\log_recs\R65\Play_06B_631117_02_V	
	1177825729	Play_hud_sound_stereo_15			\Simons\sfx\game_menu\Play_hud_sound_stereo_15	
	1179592816	shadow_voice_idle_big			\Simons\sfx\enemies\shadow\shadow_voice_idle_big	
	1190355274	alarm_ambient_loop			\Simons\sfx\alarm\alarm_ambient_loop	
	1191723218	the_very_first_event_to_post			\Simons\sfx\intro_sequence\the_very_first_event_to_post	
	1193424663	bioscan_tube_emitter_stop			\Simons\sfx\bioscan\bioscan_tube_emitter_stop	
	1194603444	Play_hud_sound_stereo_03			\Simons\sfx\game_menu\Play_hud_sound_stereo_03	
	1200335269	lab_submarker_wall_400x60x500_v04			\Simons\sfx\emitters\lab_submarker_wall_400x60x500_v04	
	1200335270	lab_submarker_wall_400x60x500_v07			\Simons\sfx\emitters\lab_submarker_wall_400x60x500_v07	
	1200335271	lab_submarker_wall_400x60x500_v06			\Simons\sfx\emitters\lab_submarker_wall_400x60x500_v06	
	1200335272	lab_submarker_wall_400x60x500_v09			\Simons\sfx\emitters\lab_submarker_wall_400x60x500_v09	
	1200335273	lab_submarker_wall_400x60x500_v08			\Simons\sfx\emitters\lab_submarker_wall_400x60x500_v08	
	1201976284	striker_footstep_walk			\Simons\sfx\enemies\striker\striker_footstep_walk	
	1205196137	ImplantDamageBoosterTrigger			\Simons\sfx\Player_HENRIKS\Implants\ImplantDamageBoosterTrigger	
	1211381035	Play_hud_sound_stereo_31			\Simons\sfx\game_menu\Play_hud_sound_stereo_31	
	1213733887	PlayerRunSheetMetal_3rd			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer_3rd\SheetMetal\PlayerRunSheetMetal_3rd	
	1215439093	Play_viola_1			\Simons\sfx\log_recs\R6_Alt\Play_viola_1	
	1228158618	Play_hud_sound_stereo_27			\Simons\sfx\game_menu\Play_hud_sound_stereo_27	
	1232408992	biotracker_tool_loop_stop			\Simons\sfx\biotracker\biotracker_tool_loop_stop	
	1233274182	gluegun_dryfire			\Simons\sfx\glue_gun\gluegun_dryfire	
	1234166292	revolver_reload_foley			\Simons\sfx\weapons\reload_1st\revolver_reload_foley	
	1236725475	striker_child_footstep_walk			\Simons\sfx\enemies\striker_child\striker_child_footstep_walk	
	1237412281	terminal_auto_complete			\Simons\sfx\terminal\terminal_auto_complete	
	1242284518	start_screen_inject			\Simons\sfx\game_menu\obsolete\start_screen_inject	
	1242392806	BirtherDeathScream			\Simons\sfx\enemies\birther\BirtherDeathScream	
	1242838820	gluegun_recharge			\Simons\sfx\glue_gun\gluegun_recharge	
	1243364016	hud_exit_scan_info_text_disappear			\Simons\sfx\gui\hud_exit_scan_info_text_disappear	
	1252759986	PlayerLandWood_3rd			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer_3rd\Wood\PlayerLandWood_3rd	
	1255565047	generic_reload_foley_quick_soft_3rd			\Simons\sfx\weapons\reload_3rd\generic_reload_foley_quick_soft_3rd	
	1266832489	glow_stick_land			\Simons\sfx\glow_stick\glow_stick_land	
	1270373407	expedition_failed_screen_jump_scare			\Simons\sfx\intro_sequence\expedition_failed_screen_jump_scare	
	1272125694	striker_big_punch_forward_twice			\Simons\sfx\enemies\striker_big\striker_big_punch_forward_twice	
	1272643185	melee_spear_hit_lock_small_hard			\Simons\sfx\melee\spear\melee_spear_hit_lock_small_hard	
	1273674999	log_E2Q_CC62_PRK			\Simons\sfx\log_recs\R6\log_E2Q_CC62_PRK	
	1276149550	MeleeGenericHitMetal			\Simons\sfx\Player_HENRIKS\Melee\MeleeGenericHitMetal	
	1279204908	mapperdrone_engine_stop			\Simons\sfx\mapperdrone\mapperdrone_engine_stop	
	1279753767	striker_big_wake			\Simons\sfx\enemies\striker_big\striker_big_wake	
	1280018516	melee_knife_hit_foam_regular			\Simons\sfx\melee\knife\melee_knife_hit_foam_regular	
	1281462671	striker_child_footstep_land			\Simons\sfx\enemies\striker_child\striker_child_footstep_land	
	1283297468	Play_08_B3A_631125_03_V_AM			\Simons\sfx\log_recs\R8\Play_08_B3A_631125_03_V_AM	
	1283565957	supply_locker_unlocked			\Simons\sfx\lockers_and_boxes\supply_locker_unlocked	
	1286352763	hacking_puzzle_wrong			\Simons\sfx\hacking_puzzle\hacking_puzzle_wrong	
	1287442584	Play_06ALT_550525_01_v_Durant_last_report			\Simons\sfx\log_recs\R6_Alt\Play_06ALT_550525_01_v_Durant_last_report	
	1292208057	ParasiteLand			\Simons\sfx\enemies_henriks\Parasite\ParasiteLand	
	1307872069	PlayerStandUp			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer1\PlayerStandUp	
	1308581447	InfestedParasiteAppearLoop			\Simons\sfx\enemies_henriks\Infested\InfestedParasiteAppearLoop	
	1311648295	bullpup_reload_mag_in_3rd			\Simons\sfx\weapons\reload_3rd\bullpup_reload_mag_in_3rd	
	1312113210	melee_bat_hit_dirt_regular			\Simons\sfx\melee\bat\melee_bat_hit_dirt_regular	
	1312656132	elevator_thunder			\Simons\sfx\intro_sequence\elevator_thunder	
	1314857689	minimap_zoom_out			\Simons\sfx\gui\minimap_zoom_out	
	1319115544	EnemyHumanoidFootstep			\Simons\sfx\enemies_henriks\_OLD\GenericOLD\EnemyHumanoidFootstep	
	1322418914	r8_spark_shower			\Simons\sfx\special_props\R8\r8_spark_shower	
	1323550977	pistol_reload_1_mag_out_3rd			\Simons\sfx\weapons\reload_3rd\pistol_reload_1_mag_out_3rd	
	1324043283	EnemyGenericIdleEnd			\Simons\sfx\enemies_henriks\_OLD\GenericOLD\EnemyGenericIdleEnd	
	1326607237	ScannerNearLoop			\Simons\sfx\enemies_henriks\Scanner\ScannerNearLoop	
	1329521826	hud_health_low_a			\Simons\sfx\gui\hud_health_low_a	
	1330209548	carbine_mag_bump_3rd			\Simons\sfx\weapons\reload_3rd\carbine_mag_bump_3rd	
	1338316750	desert_boss_tentacle_attack			\Simons\sfx\enemies\desert_boss\desert_boss_tentacle_attack	
	1342486118	shotgun_reload_1_shell_in_3rd			\Simons\sfx\weapons\reload_3rd\shotgun_reload_1_shell_in_3rd	
	1344326867	EnemyBreathing			\Simons\sfx\enemies_henriks\_OLD\EnemyGenericVoice\EnemyBreathing	
	1348663492	worm_flesh_loop			\Simons\sfx\emitters\worm_flesh_loop	
	1350610137	immortal_slither_loop			\Simons\sfx\enemies\immortal\immortal_slither_loop	
	1350666204	smg_reload_5_slide_release_3rd			\Simons\sfx\weapons\reload_3rd\smg_reload_5_slide_release_3rd	
	1355173554	PlayerCrouchDownP2			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer2_OBSOLETE\PlayerCrouchDownP2	
	1358875754	ParasiteIdleVoice			\Simons\sfx\enemies_henriks\Parasite\ParasiteIdleVoice	
	1368628755	big_permutation_footstep_walk			\Simons\sfx\enemies\big_enemy_permutations\big_permutation_footstep_walk	
	1373526521	interact_tool_cancel			\Simons\sfx\gui\interact_tool_cancel	
	1384312837	security_door_small_open_a2			\Simons\sfx\doors\security_door_small_open_a2	
	1384312838	security_door_small_open_a1			\Simons\sfx\doors\security_door_small_open_a1	
	1386320667	ExploderCalmVoice			\Simons\sfx\enemies_henriks\Exploder\ExploderCalmVoice	
	1387166701	melee_knife_shove_hit			\Simons\sfx\melee\knife\melee_knife_shove_hit	
	1391922768	PlayerCrouchDown			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer1\PlayerCrouchDown	
	1393436527	PlayerLandRubber			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer1\Rubber\PlayerLandRubber	
	1393748731	mount_ladder_mid_jump_foley			\Simons\sfx\foley\mount_ladder_mid_jump_foley	
	1401990704	Play_08_A1D_631124_04_V_AM			\Simons\sfx\log_recs\R8\Play_08_A1D_631124_04_V_AM	
	1406680363	Play_vogen_messenger_ready_tts_dry			\Simons\sfx\log_recs\R8\Play_vogen_messenger_ready_tts_dry	
	1418664407	desert_boss_roar_distant			\Simons\sfx\enemies\desert_boss\desert_boss_roar_distant	
	1422791709	PlayerSneakWood			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer1\Wood\PlayerSneakWood	
	1426374943	SnatcherPlayerInBellyLoop			\Simons\sfx\enemies_henriks\Snatcher\SnatcherPlayerInBellyLoop	
	1427274807	hud_info_text_generic_appear			\Simons\sfx\gui\hud_info_text_generic_appear	
	1427335958	ScannerInvestigate			\Simons\sfx\enemies_henriks\Scanner\ScannerInvestigate	
	1427600687	pistol_reload_2_mag_in			\Simons\sfx\weapons\reload_1st\pistol_reload_2_mag_in	
	1431152350	tank_die			\Simons\sfx\enemies\tank\tank_die	
	1432712660	Play_08_E2F_631129_02_V_AM_3			\Simons\sfx\log_recs\R8\Play_08_E2F_631129_02_V_AM_3	
	1432712661	Play_08_E2F_631129_02_V_AM_2			\Simons\sfx\log_recs\R8\Play_08_E2F_631129_02_V_AM_2	
	1432712662	Play_08_E2F_631129_02_V_AM_1			\Simons\sfx\log_recs\R8\Play_08_E2F_631129_02_V_AM_1	
	1435787919	StickyMineEquip			\Simons\sfx\StickyMine\StickyMineEquip	
	1438143699	game_menu_click_hold_start			\Simons\sfx\game_menu\game_menu_click_hold_start	
	1441500883	foley_use_tool_refill_pack_finished			\Simons\sfx\pickups\foley_use_tool_refill_pack_finished	
	1442650088	melee_bat_hit_metal_regular			\Simons\sfx\melee\bat\melee_bat_hit_metal_regular	
	1445220030	Play_08_A1C_631124_05_V_AM			\Simons\sfx\log_recs\R8\Play_08_A1C_631124_05_V_AM	
	1446282894	start_screen_button_visible			\Simons\sfx\game_menu\obsolete\start_screen_button_visible	
	1449668341	bulkhead_key_insert			\Simons\sfx\doors\bulkhead_key_insert	
	1457267408	melee_hit_lock_small_regular			\Simons\sfx\melee\melee_hit_lock_small_regular	
	1457488277	elevator_shaft_ambience			\Simons\sfx\emitters\elevator_shaft_ambience	
	1458535564	bullrusher_footstep_run			\Simons\sfx\enemies\bullrusher\bullrusher_footstep_run	
	1460487058	StickyMineAttach			\Simons\sfx\StickyMine\StickyMineAttach	
	1460801031	EnemyHeartbeatLoop			\Simons\sfx\enemies_henriks\Generic\TEMP\EnemyHeartbeatLoop	
	1462503952	payload_deployment_arm_retract			\Simons\sfx\intro_sequence\payload_deployment_arm_retract	
	1466548242	PlayerWalkDirt			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer1\Dirt\PlayerWalkDirt	
	1467830025	carbine_reload_3_foley			\Simons\sfx\weapons\reload_1st\carbine_reload_3_foley	
	1473098129	melee_knife_hit_glued_weak_door			\Simons\sfx\melee\knife\melee_knife_hit_glued_weak_door	
	1473567211	PlayerSlideRubber			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer1\Rubber\PlayerSlideRubber	
	1477106342	PlayerWalkMetal			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer1\Metal\PlayerWalkMetal	
	1479064690	lights_off_global			\Simons\sfx\battery_station\lights_off_global	
	1483109405	PlayerSneakConcreteP2			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer2_OBSOLETE\ConcreteP2\PlayerSneakConcreteP2	
	1484523548	striker_charge_different_target			\Simons\sfx\enemies\striker\striker_charge_different_target	
	1485381151	ImplantSmallMeleeTriggerMiss			\Simons\sfx\Player_HENRIKS\Implants\ImplantSmallMeleeTriggerMiss	
	1485400059	PlayerCrouchWalk_3rd			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer_3rd\OLD\PlayerCrouchWalk_3rd	
	1487077946	MeleeNearLoopEnd			\Simons\sfx\enemies_henriks\Melee\MeleeNearLoopEnd	
	1490348987	melee_hit_glued_weak_door			\Simons\sfx\melee\melee_hit_glued_weak_door	
	1499738543	mount_ladder_bottom_foley			\Simons\sfx\foley\mount_ladder_bottom_foley	
	1505792316	tank_frank_combat_short			\Simons\sfx\enemies\tank_frank\tank_frank_combat_short	
	1507799008	disinfection_spray_on_visor			\Simons\sfx\player\visor\disinfection_spray_on_visor	
	1513171150	SnatcherInvestigate			\Simons\sfx\enemies_henriks\Snatcher\SnatcherInvestigate	
	1513728694	gluegun_burst_08			\Simons\sfx\glue_gun\gluegun_burst_08	
	1513728695	gluegun_burst_09			\Simons\sfx\glue_gun\gluegun_burst_09	
	1513728696	gluegun_burst_06			\Simons\sfx\glue_gun\gluegun_burst_06	
	1513728697	gluegun_burst_07			\Simons\sfx\glue_gun\gluegun_burst_07	
	1513728699	gluegun_burst_05			\Simons\sfx\glue_gun\gluegun_burst_05	
	1513978115	melee_spear_hit_dirt_hard			\Simons\sfx\melee\spear\melee_spear_hit_dirt_hard	
	1518972398	carbine_reload_2_mag_in			\Simons\sfx\weapons\reload_1st\carbine_reload_2_mag_in	
	1519697496	ShooterFireLightProjectile			\Simons\sfx\enemies_henriks\Shooter\ShooterFireLightProjectile	
	1526889210	start_screen_button_pressed			\Simons\sfx\game_menu\obsolete\start_screen_button_pressed	
	1530506256	gluegun_burst_11			\Simons\sfx\glue_gun\gluegun_burst_11	
